effect_edge_id	loop_ref	effect_object_id	effect_role	effect_category	coverage_resolution	policy_status	evidence_kind	evidence_locator	review_mode	parent_metadata_digest	discovery_manifest_digest
effect-edge-021552059915783	loop-206005040891085	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:0088fd60:5c1a624c:ae2cc991:2f56778f:2b3586b0:617ff2c5:cfe04de9:4e321e8b	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-233992120802548	loop-206459768847250	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6dbd079c:80f7a42a:a3848c78:6b9b388c:9f950af2:1d6704bc:7d091fc8:9be55031	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-200531160025168	loop-206459768847250	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6dbd079c:80f7a42a:a3848c78:6b9b388c:9f950af2:1d6704bc:7d091fc8:9be55031	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-136485715567908	loop-206459768847250	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6dbd079c:80f7a42a:a3848c78:6b9b388c:9f950af2:1d6704bc:7d091fc8:9be55031	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-030974749268215	loop-206459768847250	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6dbd079c:80f7a42a:a3848c78:6b9b388c:9f950af2:1d6704bc:7d091fc8:9be55031	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-176536184582272	loop-206459768847250	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6dbd079c:80f7a42a:a3848c78:6b9b388c:9f950af2:1d6704bc:7d091fc8:9be55031	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-143235654144909	loop-206899654792180	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:3ea1a808:8a582370:78f979c2:f801a2fc:2946a5a6:11c233f6:156e11ed:18ce9b4a	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-182506255683290	loop-206899654792180	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:3ea1a808:8a582370:78f979c2:f801a2fc:2946a5a6:11c233f6:156e11ed:18ce9b4a	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-268140188568365	loop-206899654792180	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:3ea1a808:8a582370:78f979c2:f801a2fc:2946a5a6:11c233f6:156e11ed:18ce9b4a	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-269434929812076	loop-206899654792180	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:3ea1a808:8a582370:78f979c2:f801a2fc:2946a5a6:11c233f6:156e11ed:18ce9b4a	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-078938993767304	loop-206899654792180	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:3ea1a808:8a582370:78f979c2:f801a2fc:2946a5a6:11c233f6:156e11ed:18ce9b4a	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-228025587082985	loop-208454075306749	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f20a326e:db69091d:49badf35:dae550b1:e7cc7561:449c8ba6:cb1a2b5f:656e2d38	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-276370440411132	loop-208454075306749	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f20a326e:db69091d:49badf35:dae550b1:e7cc7561:449c8ba6:cb1a2b5f:656e2d38	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-230122082541792	loop-208454075306749	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f20a326e:db69091d:49badf35:dae550b1:e7cc7561:449c8ba6:cb1a2b5f:656e2d38	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-034164135721425	loop-208454075306749	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f20a326e:db69091d:49badf35:dae550b1:e7cc7561:449c8ba6:cb1a2b5f:656e2d38	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-078345600475637	loop-208454075306749	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f20a326e:db69091d:49badf35:dae550b1:e7cc7561:449c8ba6:cb1a2b5f:656e2d38	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-022792709874562	loop-208971384824582	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:7869419e:32a58b8c:58c11666:b8939fb0:8591acc0:7fd3a4da:64f26fd0:aa8c4290	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-221060430917857	loop-208971384824582	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:7869419e:32a58b8c:58c11666:b8939fb0:8591acc0:7fd3a4da:64f26fd0:aa8c4290	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-106126862649395	loop-208971384824582	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:7869419e:32a58b8c:58c11666:b8939fb0:8591acc0:7fd3a4da:64f26fd0:aa8c4290	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-223059821084744	loop-208971384824582	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:7869419e:32a58b8c:58c11666:b8939fb0:8591acc0:7fd3a4da:64f26fd0:aa8c4290	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-249437146335115	loop-208971384824582	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:7869419e:32a58b8c:58c11666:b8939fb0:8591acc0:7fd3a4da:64f26fd0:aa8c4290	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-002238523512064	loop-209028714115090	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:31c32b31:477107a6:299e42fc:50da19fb:5353ce6c:7bde3717:bd8cdedd:4ad6b21b	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-162029227975885	loop-209028714115090	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:31c32b31:477107a6:299e42fc:50da19fb:5353ce6c:7bde3717:bd8cdedd:4ad6b21b	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-037572720840605	loop-209028714115090	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:31c32b31:477107a6:299e42fc:50da19fb:5353ce6c:7bde3717:bd8cdedd:4ad6b21b	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-177552931394949	loop-209028714115090	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:31c32b31:477107a6:299e42fc:50da19fb:5353ce6c:7bde3717:bd8cdedd:4ad6b21b	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-265550979782860	loop-209028714115090	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:31c32b31:477107a6:299e42fc:50da19fb:5353ce6c:7bde3717:bd8cdedd:4ad6b21b	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-018071412670141	loop-209185325221184	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:8ecc1193:5ce44e58:df12e078:59d4d4c2:faeebf11:e3ef89dc:adc9feba:f73c7f2f	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-271065392376726	loop-209185325221184	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:8ecc1193:5ce44e58:df12e078:59d4d4c2:faeebf11:e3ef89dc:adc9feba:f73c7f2f	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-125210267642267	loop-209185325221184	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:8ecc1193:5ce44e58:df12e078:59d4d4c2:faeebf11:e3ef89dc:adc9feba:f73c7f2f	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-007118347486501	loop-209185325221184	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:8ecc1193:5ce44e58:df12e078:59d4d4c2:faeebf11:e3ef89dc:adc9feba:f73c7f2f	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-059572946979763	loop-209185325221184	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:8ecc1193:5ce44e58:df12e078:59d4d4c2:faeebf11:e3ef89dc:adc9feba:f73c7f2f	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-008467730188412	loop-209941744757452	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:0ff82bbc:96642fc9:af8d8b46:84c10f5a:449f1a45:1f538327:2ea7ab8e:9b38524d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-209436489586824	loop-209941744757452	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:0ff82bbc:96642fc9:af8d8b46:84c10f5a:449f1a45:1f538327:2ea7ab8e:9b38524d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-261399178215672	loop-209941744757452	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:0ff82bbc:96642fc9:af8d8b46:84c10f5a:449f1a45:1f538327:2ea7ab8e:9b38524d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-127055838999984	loop-209941744757452	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:0ff82bbc:96642fc9:af8d8b46:84c10f5a:449f1a45:1f538327:2ea7ab8e:9b38524d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-055368283608921	loop-209941744757452	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:0ff82bbc:96642fc9:af8d8b46:84c10f5a:449f1a45:1f538327:2ea7ab8e:9b38524d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-102893772191350	loop-210435916156224	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9214ed54:15499474:f62e98cd:8b7842ee:df5ad9c8:0adc0439:f626731a:634ae379	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-212393650945033	loop-210435916156224	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9214ed54:15499474:f62e98cd:8b7842ee:df5ad9c8:0adc0439:f626731a:634ae379	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-124054901725767	loop-210435916156224	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9214ed54:15499474:f62e98cd:8b7842ee:df5ad9c8:0adc0439:f626731a:634ae379	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-179176641402845	loop-210435916156224	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9214ed54:15499474:f62e98cd:8b7842ee:df5ad9c8:0adc0439:f626731a:634ae379	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-028964000880102	loop-210435916156224	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9214ed54:15499474:f62e98cd:8b7842ee:df5ad9c8:0adc0439:f626731a:634ae379	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-203791090280818	loop-210656416864425	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:0e11d52e:e6241336:9aa7d838:7ea6040f:8849d89b:e4d472b2:b3aee39d:90ff568b	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-174198395960121	loop-210656416864425	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:0e11d52e:e6241336:9aa7d838:7ea6040f:8849d89b:e4d472b2:b3aee39d:90ff568b	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-055060356290146	loop-210656416864425	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:0e11d52e:e6241336:9aa7d838:7ea6040f:8849d89b:e4d472b2:b3aee39d:90ff568b	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-121084274788452	loop-210656416864425	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:0e11d52e:e6241336:9aa7d838:7ea6040f:8849d89b:e4d472b2:b3aee39d:90ff568b	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-167397335529245	loop-210656416864425	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:0e11d52e:e6241336:9aa7d838:7ea6040f:8849d89b:e4d472b2:b3aee39d:90ff568b	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-072238843868095	loop-213055981430214	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:d860825b:9e165a5e:a841465d:9be3b30d:e2992d95:2c152f6e:12a84851:7d82d185	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-047311900089799	loop-213055981430214	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:d860825b:9e165a5e:a841465d:9be3b30d:e2992d95:2c152f6e:12a84851:7d82d185	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-114971118623972	loop-213055981430214	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:d860825b:9e165a5e:a841465d:9be3b30d:e2992d95:2c152f6e:12a84851:7d82d185	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-265010362036315	loop-213055981430214	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:d860825b:9e165a5e:a841465d:9be3b30d:e2992d95:2c152f6e:12a84851:7d82d185	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-225826508413590	loop-213055981430214	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:d860825b:9e165a5e:a841465d:9be3b30d:e2992d95:2c152f6e:12a84851:7d82d185	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-150859197454929	loop-213689211812296	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:4c3bdd2d:31051b83:b0d561d8:3b58d4f6:d4e82be2:2017e51d:332298c7:a720c1d0	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-060599193476279	loop-213689211812296	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:4c3bdd2d:31051b83:b0d561d8:3b58d4f6:d4e82be2:2017e51d:332298c7:a720c1d0	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-160588643551151	loop-213689211812296	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:4c3bdd2d:31051b83:b0d561d8:3b58d4f6:d4e82be2:2017e51d:332298c7:a720c1d0	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-189240808092677	loop-213689211812296	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:4c3bdd2d:31051b83:b0d561d8:3b58d4f6:d4e82be2:2017e51d:332298c7:a720c1d0	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-133747501572285	loop-213689211812296	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:4c3bdd2d:31051b83:b0d561d8:3b58d4f6:d4e82be2:2017e51d:332298c7:a720c1d0	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-030429951544184	loop-213904155732333	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9d7e3514:afd7fa99:83d9a309:2813fd26:3358d80c:015098ca:033e25ec:72dc3c15	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-158325118376730	loop-213904155732333	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9d7e3514:afd7fa99:83d9a309:2813fd26:3358d80c:015098ca:033e25ec:72dc3c15	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-242069068581121	loop-213904155732333	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9d7e3514:afd7fa99:83d9a309:2813fd26:3358d80c:015098ca:033e25ec:72dc3c15	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-262947697812411	loop-213904155732333	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9d7e3514:afd7fa99:83d9a309:2813fd26:3358d80c:015098ca:033e25ec:72dc3c15	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-051038328553328	loop-213904155732333	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9d7e3514:afd7fa99:83d9a309:2813fd26:3358d80c:015098ca:033e25ec:72dc3c15	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-006974156071511	loop-214839139203530	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f4d52da0:1c577b17:9d75a08c:4a920227:00fd3950:91689b95:64ccbdf8:89b730fd	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-203156171317889	loop-214839139203530	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f4d52da0:1c577b17:9d75a08c:4a920227:00fd3950:91689b95:64ccbdf8:89b730fd	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-073101994468077	loop-214839139203530	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f4d52da0:1c577b17:9d75a08c:4a920227:00fd3950:91689b95:64ccbdf8:89b730fd	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-176031378175388	loop-214839139203530	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f4d52da0:1c577b17:9d75a08c:4a920227:00fd3950:91689b95:64ccbdf8:89b730fd	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-254958784715193	loop-214839139203530	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f4d52da0:1c577b17:9d75a08c:4a920227:00fd3950:91689b95:64ccbdf8:89b730fd	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-176016630219053	loop-215229783966244	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:87215037:81d5b205:c98cf4ed:602172bb:e5497d4d:9e13ccd3:f70efa3e:4aaeb55d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-041794634056065	loop-215229783966244	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:87215037:81d5b205:c98cf4ed:602172bb:e5497d4d:9e13ccd3:f70efa3e:4aaeb55d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-131355683115553	loop-215229783966244	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:87215037:81d5b205:c98cf4ed:602172bb:e5497d4d:9e13ccd3:f70efa3e:4aaeb55d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-032586543576318	loop-215229783966244	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:87215037:81d5b205:c98cf4ed:602172bb:e5497d4d:9e13ccd3:f70efa3e:4aaeb55d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-134890459272849	loop-215229783966244	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:87215037:81d5b205:c98cf4ed:602172bb:e5497d4d:9e13ccd3:f70efa3e:4aaeb55d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-208024197536309	loop-216187534565615	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:8688a6ef:5aa962c2:53cdf4de:20c7f7b5:b4d35af6:c62d26c2:cb00501c:6af00dce	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-150976372954894	loop-216187534565615	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:8688a6ef:5aa962c2:53cdf4de:20c7f7b5:b4d35af6:c62d26c2:cb00501c:6af00dce	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-118769726540119	loop-216187534565615	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:8688a6ef:5aa962c2:53cdf4de:20c7f7b5:b4d35af6:c62d26c2:cb00501c:6af00dce	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-211297116811709	loop-216187534565615	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:8688a6ef:5aa962c2:53cdf4de:20c7f7b5:b4d35af6:c62d26c2:cb00501c:6af00dce	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-176760571641035	loop-216187534565615	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:8688a6ef:5aa962c2:53cdf4de:20c7f7b5:b4d35af6:c62d26c2:cb00501c:6af00dce	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
